file_name,category_id,category_name,image_id,zoom_ration,is_thick,is_thin
malaria_dataset/ocular/batches/thin/batch2/Ocular_2024-08-28_19_53_13.jpg,5,PF,1,1.0,False,True
malaria_dataset/ocular/batches/thin/batch2/Ocular_2024-08-28_19_53_13.jpg,5,PF,1,1.0,False,True
malaria_dataset/ocular/batches/thin/batch2/Ocular_2024-08-28_19_53_13.jpg,5,PF,1,1.0,False,True
malaria_dataset/ocular/batches/thin/batch2/Ocular_2024-08-28_19_53_13.jpg,5,PF,1,1.0,False,True
malaria_dataset/ocular/batches/thin/batch2/Ocular_2024-08-28_19_53_13.jpg,5,PF,1,1.0,False,True
malaria_dataset/ocular/batches/thin/batch2/Ocular_2024-08-28_19_53_13.jpg,5,PF,1,1.0,False,True
malaria_dataset/ocular/batches/thin/batch2/Ocular_2024-08-28_19_53_13.jpg,1,Trophozoite,1,1.0,False,True
malaria_dataset/ocular/batches/thin/batch2/Ocular_2024-08-28_19_53_13.jpg,5,PF,1,1.0,False,True
malaria_dataset/ocular/batches/thin/batch2/Ocular_2024-08-28_19_53_13.jpg,5,PF,1,1.0,False,True
malaria_dataset/ocular/batches/thin/batch2/Ocular_2024-08-28_19_53_13.jpg,5,PF,1,1.0,False,True
malaria_dataset/ocular/batches/thin/batch2/Ocular_2024-08-28_19_53_20.jpg,5,PF,2,1.0,False,True
malaria_dataset/ocular/batches/thin/batch2/Ocular_2024-08-28_19_53_20.jpg,5,PF,2,1.0,False,True
malaria_dataset/ocular/batches/thin/batch2/Ocular_2024-08-28_19_53_20.jpg,5,PF,2,1.0,False,True
malaria_dataset/ocular/batches/thin/batch2/Ocular_2024-08-28_19_53_20.jpg,5,PF,2,1.0,False,True
malaria_dataset/ocular/batches/thin/batch2/Ocular_2024-08-28_19_53_20.jpg,5,PF,2,1.0,False,True
malaria_dataset/ocular/batches/thin/batch2/Ocular_2024-08-28_19_53_20.jpg,5,PF,2,1.0,False,True
malaria_dataset/ocular/batches/thin/batch2/Ocular_2024-08-28_19_53_20.jpg,5,PF,2,1.0,False,True
malaria_dataset/ocular/batches/thin/batch2/Ocular_2024-08-28_19_53_20.jpg,4,WBC,2,1.0,False,True
malaria_dataset/ocular/batches/thin/batch2/Ocular_2024-08-28_19_53_20.jpg,5,PF,2,1.0,False,True
malaria_dataset/ocular/batches/thin/batch2/Ocular_2024-08-28_19_53_20.jpg,5,PF,2,1.0,False,True
malaria_dataset/ocular/batches/thin/batch2/Ocular_2024-08-28_19_53_20.jpg,5,PF,2,1.0,False,True
malaria_dataset/ocular/batches/thin/batch2/Ocular_2024-08-28_19_53_28.jpg,1,Trophozoite,3,1.0,False,True
malaria_dataset/ocular/batches/thin/batch2/Ocular_2024-08-28_19_53_28.jpg,1,Trophozoite,3,1.0,False,True
malaria_dataset/ocular/batches/thin/batch2/Ocular_2024-08-28_19_53_28.jpg,1,Trophozoite,3,1.0,False,True
malaria_dataset/ocular/batches/thin/batch2/Ocular_2024-08-28_19_53_28.jpg,1,Trophozoite,3,1.0,False,True
malaria_dataset/ocular/batches/thin/batch2/Ocular_2024-08-28_19_53_28.jpg,1,Trophozoite,3,1.0,False,True
malaria_dataset/ocular/batches/thin/batch2/Ocular_2024-08-28_19_53_28.jpg,4,WBC,3,1.0,False,True
malaria_dataset/ocular/batches/thin/batch2/Ocular_2024-08-28_19_53_28.jpg,1,Trophozoite,3,1.0,False,True
